job_id,title,company,location_city,location_country,posted_date,description,skills
JOB0017,BI Analyst,HCLTech,Gurugram,India,2025-07-15,"Responsibilities include:
- Experience with Communication
- Experience with Snowflake
- Experience with Excel
- Experience with Data Warehousing
- Experience with SQL
Strong communication skills required.","Communication,NumPy,SQL,Snowflake,Power BI,Tableau,Data Warehousing,Looker,Excel"
JOB0018,Data Analyst,Flipkart,Gurugram,India,2025-08-12,"Responsibilities include:
- Experience with Statistics
- Experience with Data Warehousing
- Experience with SQL
- Experience with Python
- Experience with Git
Strong communication skills required.","Pandas,TensorFlow,Communication,SQL,Power BI,Tableau,Git,Data Warehousing,Deep Learning,Statistics,Data Cleaning,Python,Excel"
JOB0019,Data Scientist,Infosys,Hyderabad,India,2025-08-12,"Responsibilities include:
- Experience with Python
- Experience with Azure
- Experience with NumPy
- Experience with TensorFlow
- Experience with Pandas
Strong communication skills required.","Pandas,TensorFlow,ML Ops,PyTorch,SQL,NLP,Deep Learning,Statistics,Docker,AWS,Python,Feature Engineering,Scikit-learn,NumPy,Azure"
JOB0020,Machine Learning Engineer,Infosys,Chennai,India,2025-07-16,"Responsibilities include:
- Experience with Spark
- Experience with GCP
- Experience with Kubernetes
- Experience with PyTorch
- Experience with Airflow
Strong communication skills required.","Pandas,TensorFlow,Spark,ML Ops,PyTorch,Snowflake,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0021,Data Scientist,Zomato,Hyderabad,India,2025-08-05,"Responsibilities include:
- Experience with Feature Engineering
- Experience with Pandas
- Experience with TensorFlow
- Experience with SQL
- Experience with PyTorch
Strong communication skills required.","Pandas,TensorFlow,PyTorch,SQL,NLP,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,BigQuery"
JOB0022,Machine Learning Engineer,Zomato,Delhi,India,2025-07-14,"Responsibilities include:
- Experience with Azure
- Experience with SQL
- Experience with Deep Learning
- Experience with Python
- Experience with Scikit-learn
Strong communication skills required.","TensorFlow,NumPy,ML Ops,PyTorch,SQL,GCP,Deep Learning,Airflow,AWS,Data Cleaning,R,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0023,BI Analyst,Wipro,Delhi,India,2025-07-13,"Responsibilities include:
- Experience with Looker
- Experience with Communication
- Experience with Data Warehousing
- Experience with Excel
- Experience with R
Strong communication skills required.","Communication,BigQuery,SQL,Power BI,Tableau,Data Warehousing,Deep Learning,R,Looker,Excel,Azure"
JOB0024,BI Analyst,Reliance Jio,Delhi,India,2025-08-03,"Responsibilities include:
- Experience with SQL
- Experience with NumPy
- Experience with Looker
- Experience with Data Warehousing
- Experience with R
Strong communication skills required.","Communication,NumPy,SQL,Power BI,Tableau,Data Warehousing,AWS,R,Looker,Excel"
JOB0025,Machine Learning Engineer,HCLTech,Hyderabad,India,2025-07-16,"Responsibilities include:
- Experience with Airflow
- Experience with Docker
- Experience with Scikit-learn
- Experience with Azure
- Experience with Python
Strong communication skills required.","TensorFlow,Excel,ML Ops,PyTorch,BigQuery,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0026,Business Analyst,Accenture,Mumbai,India,2025-08-12,"Responsibilities include:
- Experience with Excel
- Experience with Power BI
- Experience with Statistics
- Experience with A/B Testing
- Experience with Deep Learning
Strong communication skills required.","Pandas,Communication,SQL,NLP,Power BI,A/B Testing,Deep Learning,Statistics,Data Cleaning,Airflow,Excel"
JOB0027,Data Analyst,Zomato,Bengaluru,India,2025-08-09,"Responsibilities include:
- Experience with Power BI
- Experience with Python
- Experience with Tableau
- Experience with SQL
- Experience with Matplotlib
Strong communication skills required.","Pandas,SQL,Matplotlib,Power BI,Tableau,Git,Statistics,Data Cleaning,Python,Excel"
JOB0028,Data Analyst,Paytm,Gurugram,India,2025-07-19,"Responsibilities include:
- Experience with Tableau
- Experience with Excel
- Experience with Python
- Experience with Pandas
- Experience with Git
Strong communication skills required.","Pandas,Time Series,SQL,Power BI,Tableau,Git,Statistics,Data Cleaning,Python,Excel,Azure"
JOB0029,BI Analyst,Tech Mahindra,Mumbai,India,2025-07-07,"Responsibilities include:
- Experience with Excel
- Experience with Communication
- Experience with Power BI
- Experience with BigQuery
- Experience with Looker
Strong communication skills required.","Pandas,TensorFlow,Communication,SQL,Power BI,Tableau,Data Warehousing,Looker,Excel,BigQuery"
JOB0030,Data Scientist,Accenture,Chennai,India,2025-08-13,"Responsibilities include:
- Experience with TensorFlow
- Experience with Feature Engineering
- Experience with Git
- Experience with NLP
- Experience with Pandas
Strong communication skills required.","Pandas,TensorFlow,PyTorch,SQL,NLP,ETL,Git,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,Kubernetes"
JOB0031,Data Analyst,Wipro,Chennai,India,2025-08-10,"Responsibilities include:
- Experience with Azure
- Experience with Git
- Experience with Data Cleaning
- Experience with Pandas
- Experience with Communication
Strong communication skills required.","Pandas,Communication,SQL,NLP,Power BI,Tableau,Git,Statistics,Data Cleaning,Python,Excel,Azure"
JOB0032,Data Analyst,Reliance Jio,Pune,India,2025-07-03,"Responsibilities include:
- Experience with Power BI
- Experience with Pandas
- Experience with Git
- Experience with Data Warehousing
- Experience with Python
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,Git,Data Warehousing,Deep Learning,Statistics,Data Cleaning,GCP,Python,Excel"
JOB0033,Business Analyst,Tech Mahindra,Gurugram,India,2025-07-16,"Responsibilities include:
- Experience with Excel
- Experience with Data Cleaning
- Experience with ETL
- Experience with Statistics
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,ETL,Statistics,Data Cleaning,Databricks,Excel"
JOB0034,Data Scientist,Wipro,Pune,India,2025-07-27,"Responsibilities include:
- Experience with NLP
- Experience with Deep Learning
- Experience with PyTorch
- Experience with Matplotlib
- Experience with ML Ops
Strong communication skills required.","Pandas,TensorFlow,ML Ops,PyTorch,Matplotlib,NLP,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0035,Data Engineer,Swiggy,Hyderabad,India,2025-07-03,"Responsibilities include:
- Experience with Snowflake
- Experience with Airflow
- Experience with Git
- Experience with Spark
- Experience with Docker
Strong communication skills required.","Git,Data Warehousing,Deep Learning,AWS,Kubernetes,Azure,Spark,Snowflake,Matplotlib,ETL,Python,BigQuery,TensorFlow,GCP,Databricks,Docker,Pandas,A/B Testing,Airflow"
JOB0036,Business Analyst,Infosys,Mumbai,India,2025-08-19,"Responsibilities include:
- Experience with Azure
- Experience with Airflow
- Experience with Data Warehousing
- Experience with Communication
- Experience with Data Cleaning
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,ETL,Data Warehousing,Statistics,Data Cleaning,Airflow,Excel,Azure"
JOB0037,Business Analyst,HCLTech,Pune,India,2025-07-17,"Responsibilities include:
- Experience with Statistics
- Experience with Git
- Experience with Data Cleaning
- Experience with SQL
- Experience with Power BI
Strong communication skills required.","Communication,NumPy,SQL,Power BI,A/B Testing,Git,Statistics,Data Cleaning,Excel"
JOB0038,BI Analyst,Swiggy,Hyderabad,India,2025-08-06,"Responsibilities include:
- Experience with Data Warehousing
- Experience with TensorFlow
- Experience with SQL
- Experience with Snowflake
- Experience with R
Strong communication skills required.","TensorFlow,Communication,Snowflake,SQL,Power BI,Tableau,Data Warehousing,R,Looker,Excel"
JOB0039,Data Analyst,HCLTech,Chennai,India,2025-07-21,"Responsibilities include:
- Experience with Python
- Experience with Tableau
- Experience with Statistics
- Experience with SQL
- Experience with Power BI
Strong communication skills required.","Pandas,Communication,SQL,Power BI,Tableau,ETL,Statistics,Data Cleaning,Python,Excel"
JOB0040,Data Engineer,Reliance Jio,Mumbai,India,2025-07-09,"Responsibilities include:
- Experience with Statistics
- Experience with Databricks
- Experience with Data Warehousing
- Experience with Python
- Experience with Spark
Strong communication skills required.","Spark,Snowflake,BigQuery,PyTorch,NumPy,ETL,Git,GCP,Data Warehousing,Statistics,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0041,Business Analyst,Accenture,Mumbai,India,2025-07-28,"Responsibilities include:
- Experience with AWS
- Experience with SQL
- Experience with Snowflake
- Experience with A/B Testing
- Experience with Azure
Strong communication skills required.","Communication,Snowflake,SQL,Power BI,A/B Testing,Statistics,Data Cleaning,AWS,Scikit-learn,Excel,Azure"
JOB0042,Data Engineer,Infosys,Chennai,India,2025-08-18,"Responsibilities include:
- Experience with Matplotlib
- Experience with Pandas
- Experience with Docker
- Experience with BigQuery
- Experience with GCP
Strong communication skills required.","Pandas,Spark,Snowflake,BigQuery,Matplotlib,ETL,Git,GCP,Data Warehousing,Deep Learning,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0043,BI Analyst,Zomato,Hyderabad,India,2025-07-27,"Responsibilities include:
- Experience with Data Warehousing
- Experience with Spark
- Experience with SQL
- Experience with Tableau
- Experience with Excel
Strong communication skills required.","Communication,Snowflake,SQL,Spark,Power BI,Tableau,Data Warehousing,Data Cleaning,Looker,Excel"
JOB0044,Data Analyst,Swiggy,Hyderabad,India,2025-07-15,"Responsibilities include:
- Experience with Python
- Experience with Pandas
- Experience with Feature Engineering
- Experience with Tableau
- Experience with Databricks
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,Statistics,Data Cleaning,Databricks,Python,Feature Engineering,Kubernetes,Excel"
JOB0045,Data Analyst,Wipro,Delhi,India,2025-07-30,"Responsibilities include:
- Experience with Azure
- Experience with Data Cleaning
- Experience with Tableau
- Experience with Excel
- Experience with Statistics
Strong communication skills required.","Pandas,Time Series,ML Ops,SQL,Snowflake,Power BI,Tableau,Statistics,Data Cleaning,Python,Excel,Azure"
JOB0046,Data Scientist,Zomato,Delhi,India,2025-07-17,"Responsibilities include:
- Experience with BigQuery
- Experience with Python
- Experience with Statistics
- Experience with PyTorch
- Experience with NLP
Strong communication skills required.","Pandas,Time Series,TensorFlow,PyTorch,NLP,ETL,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,BigQuery"
JOB0047,Machine Learning Engineer,Capgemini,Hyderabad,India,2025-07-19,"Responsibilities include:
- Experience with ML Ops
- Experience with PyTorch
- Experience with Azure
- Experience with Snowflake
- Experience with Statistics
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,Snowflake,GCP,Deep Learning,Statistics,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0048,Data Engineer,Capgemini,Pune,India,2025-07-14,"Responsibilities include:
- Experience with AWS
- Experience with Statistics
- Experience with Data Warehousing
- Experience with GCP
- Experience with Time Series
Strong communication skills required.","Time Series,Spark,Snowflake,BigQuery,ETL,Git,GCP,Data Warehousing,Statistics,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0049,Data Scientist,Swiggy,Noida,India,2025-08-19,"Responsibilities include:
- Experience with Deep Learning
- Experience with Statistics
- Experience with Pandas
- Experience with NLP
- Experience with PyTorch
Strong communication skills required.","Pandas,Time Series,TensorFlow,Snowflake,PyTorch,NLP,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0050,Machine Learning Engineer,Reliance Jio,Noida,India,2025-08-17,"Responsibilities include:
- Experience with Deep Learning
- Experience with Airflow
- Experience with TensorFlow
- Experience with Kubernetes
- Experience with GCP
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,Matplotlib,Git,GCP,Deep Learning,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0051,Data Engineer,Capgemini,Noida,India,2025-07-11,"Responsibilities include:
- Experience with R
- Experience with Git
- Experience with AWS
- Experience with Communication
- Experience with Docker
Strong communication skills required.","Git,Data Warehousing,AWS,Kubernetes,Azure,Spark,Snowflake,PyTorch,ETL,Tableau,Python,Feature Engineering,BigQuery,Communication,GCP,Databricks,Docker,Airflow,R"
JOB0052,Machine Learning Engineer,Tata Digital,Pune,India,2025-07-17,"Responsibilities include:
- Experience with Docker
- Experience with PyTorch
- Experience with Kubernetes
- Experience with TensorFlow
- Experience with Statistics
Strong communication skills required.","Pandas,TensorFlow,Spark,ML Ops,PyTorch,GCP,Deep Learning,Statistics,Airflow,AWS,Data Cleaning,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0053,Data Analyst,Paytm,Bengaluru,India,2025-07-15,"Responsibilities include:
- Experience with Pandas
- Experience with Excel
- Experience with Power BI
- Experience with ML Ops
- Experience with Looker
Strong communication skills required.","Pandas,ML Ops,SQL,Power BI,Tableau,Statistics,Data Cleaning,Python,Looker,Excel"
JOB0054,BI Analyst,Accenture,Pune,India,2025-07-09,"Responsibilities include:
- Experience with Azure
- Experience with Tableau
- Experience with Git
- Experience with SQL
- Experience with Communication
Strong communication skills required.","Pandas,Communication,SQL,Power BI,Tableau,Git,Data Warehousing,Deep Learning,Airflow,Looker,Excel,Azure"
JOB0055,Data Scientist,Infosys,Mumbai,India,2025-08-07,"Responsibilities include:
- Experience with Scikit-learn
- Experience with Statistics
- Experience with NumPy
- Experience with PyTorch
- Experience with TensorFlow
Strong communication skills required.","Pandas,TensorFlow,Snowflake,PyTorch,NLP,Deep Learning,Statistics,Airflow,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0056,BI Analyst,Infosys,Gurugram,India,2025-08-14,"Responsibilities include:
- Experience with Communication
- Experience with Docker
- Experience with Time Series
- Experience with Tableau
- Experience with Power BI
Strong communication skills required.","Time Series,Communication,ML Ops,SQL,Power BI,Tableau,Git,Data Warehousing,Looker,Docker,Excel"
JOB0057,Machine Learning Engineer,Infosys,Chennai,India,2025-08-02,"Responsibilities include:
- Experience with GCP
- Experience with Power BI
- Experience with Python
- Experience with Airflow
- Experience with PyTorch
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,ETL,Git,Power BI,GCP,Airflow,AWS,R,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0058,Machine Learning Engineer,Capgemini,Pune,India,2025-08-03,"Responsibilities include:
- Experience with Git
- Experience with Azure
- Experience with Scikit-learn
- Experience with AWS
- Experience with BigQuery
Strong communication skills required.","TensorFlow,Spark,ML Ops,PyTorch,BigQuery,Snowflake,Git,GCP,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0059,Business Analyst,Infosys,Gurugram,India,2025-07-18,"Responsibilities include:
- Experience with Kubernetes
- Experience with Statistics
- Experience with Deep Learning
- Experience with Communication
- Experience with Data Cleaning
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,Git,Deep Learning,Statistics,Data Cleaning,Databricks,AWS,Kubernetes,Excel"
JOB0060,Business Analyst,Zomato,Pune,India,2025-07-14,"Responsibilities include:
- Experience with NLP
- Experience with Statistics
- Experience with Communication
- Experience with PyTorch
- Experience with Data Cleaning
Strong communication skills required.","Communication,ML Ops,SQL,PyTorch,NLP,Power BI,A/B Testing,Git,Statistics,Data Cleaning,Excel"
JOB0061,Data Scientist,Zomato,Noida,India,2025-08-05,"Responsibilities include:
- Experience with BigQuery
- Experience with Python
- Experience with Kubernetes
- Experience with Pandas
- Experience with TensorFlow
Strong communication skills required.","Pandas,TensorFlow,Communication,PyTorch,NLP,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,BigQuery,Kubernetes"
JOB0062,Business Analyst,Swiggy,Gurugram,India,2025-08-14,"Responsibilities include:
- Experience with A/B Testing
- Experience with Data Cleaning
- Experience with Excel
- Experience with SQL
- Experience with Kubernetes
Strong communication skills required.","TensorFlow,Communication,Snowflake,SQL,Power BI,A/B Testing,Statistics,Data Cleaning,Kubernetes,Excel"
JOB0063,BI Analyst,Paytm,Chennai,India,2025-08-14,"Responsibilities include:
- Experience with SQL
- Experience with NLP
- Experience with TensorFlow
- Experience with Data Warehousing
- Experience with Communication
Strong communication skills required.","Pandas,TensorFlow,Communication,SQL,PyTorch,NLP,Power BI,Tableau,Data Warehousing,Looker,Excel,BigQuery"
JOB0064,Data Scientist,Capgemini,Gurugram,India,2025-07-31,"Responsibilities include:
- Experience with Statistics
- Experience with PyTorch
- Experience with Time Series
- Experience with ML Ops
- Experience with Scikit-learn
Strong communication skills required.","Pandas,Time Series,TensorFlow,ML Ops,PyTorch,Snowflake,NLP,Git,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0065,Data Scientist,Wipro,Chennai,India,2025-07-20,"Responsibilities include:
- Experience with Communication
- Experience with NLP
- Experience with Pandas
- Experience with Feature Engineering
- Experience with Scikit-learn
Strong communication skills required.","Pandas,TensorFlow,Communication,PyTorch,NLP,Data Warehousing,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0066,Data Engineer,Tech Mahindra,Pune,India,2025-08-18,"Responsibilities include:
- Experience with Docker
- Experience with Databricks
- Experience with Power BI
- Experience with Kubernetes
- Experience with ML Ops
Strong communication skills required.","ML Ops,Git,Data Warehousing,Deep Learning,AWS,Kubernetes,Azure,Spark,Snowflake,ETL,Power BI,Python,BigQuery,GCP,Databricks,Docker,Airflow,Data Cleaning,R"
JOB0067,Business Analyst,Infosys,Delhi,India,2025-07-05,"Responsibilities include:
- Experience with Communication
- Experience with SQL
- Experience with Kubernetes
- Experience with A/B Testing
- Experience with Snowflake
Strong communication skills required.","Communication,Snowflake,SQL,Power BI,A/B Testing,Tableau,GCP,Data Warehousing,Statistics,Data Cleaning,Kubernetes,Excel"
JOB0068,Data Scientist,Reliance Jio,Hyderabad,India,2025-08-18,"Responsibilities include:
- Experience with GCP
- Experience with NumPy
- Experience with NLP
- Experience with Statistics
- Experience with Git
Strong communication skills required.","Pandas,Time Series,TensorFlow,PyTorch,NLP,Looker,Git,GCP,Deep Learning,Statistics,Data Cleaning,Python,Feature Engineering,Scikit-learn,NumPy"
JOB0069,Business Analyst,HCLTech,Bengaluru,India,2025-08-17,"Responsibilities include:
- Experience with A/B Testing
- Experience with Statistics
- Experience with Data Cleaning
- Experience with Communication
- Experience with SQL
Strong communication skills required.","Communication,SQL,Power BI,A/B Testing,Statistics,Data Cleaning,Databricks,Scikit-learn,Excel"
JOB0070,Data Scientist,Reliance Jio,Pune,India,2025-07-05,"Responsibilities include:
- Experience with NumPy
- Experience with Feature Engineering
- Experience with R
- Experience with Deep Learning
- Experience with Pandas
Strong communication skills required.","Pandas,TensorFlow,PyTorch,NLP,Deep Learning,Statistics,Docker,R,Python,Feature Engineering,Scikit-learn,NumPy,Azure"
JOB0071,Data Scientist,Capgemini,Mumbai,India,2025-07-19,"Responsibilities include:
- Experience with Data Cleaning
- Experience with Python
- Experience with Scikit-learn
- Experience with PyTorch
- Experience with Deep Learning
Strong communication skills required.","Pandas,TensorFlow,Excel,PyTorch,NLP,ETL,Deep Learning,Statistics,Databricks,Data Cleaning,Python,Feature Engineering,Scikit-learn,NumPy,BigQuery"
JOB0072,Data Analyst,Tech Mahindra,Gurugram,India,2025-07-10,"Responsibilities include:
- Experience with NumPy
- Experience with Matplotlib
- Experience with Data Cleaning
- Experience with Python
- Experience with Deep Learning
Strong communication skills required.","Pandas,Time Series,NumPy,SQL,Matplotlib,Power BI,Tableau,Deep Learning,Statistics,Data Cleaning,Python,Excel"
JOB0073,Data Analyst,Capgemini,Delhi,India,2025-07-20,"Responsibilities include:
- Experience with SQL
- Experience with Python
- Experience with Pandas
- Experience with Statistics
- Experience with Git
Strong communication skills required.","Pandas,SQL,Power BI,Tableau,A/B Testing,Git,Statistics,Data Cleaning,Docker,Python,Kubernetes,Excel,Azure"
JOB0074,BI Analyst,Tata Digital,Mumbai,India,2025-07-06,"Responsibilities include:
- Experience with Excel
- Experience with Time Series
- Experience with Tableau
- Experience with Feature Engineering
- Experience with Looker
Strong communication skills required.","Time Series,Communication,SQL,Power BI,Tableau,Git,Data Warehousing,Feature Engineering,Looker,Excel"
JOB0075,Data Scientist,Reliance Jio,Delhi,India,2025-08-11,"Responsibilities include:
- Experience with NumPy
- Experience with BigQuery
- Experience with TensorFlow
- Experience with Azure
- Experience with NLP
Strong communication skills required.","Pandas,TensorFlow,Snowflake,PyTorch,Matplotlib,NLP,ETL,BigQuery,Deep Learning,Statistics,Python,Feature Engineering,Scikit-learn,NumPy,Azure"
JOB0076,Machine Learning Engineer,Paytm,Chennai,India,2025-08-12,"Responsibilities include:
- Experience with Airflow
- Experience with Azure
- Experience with AWS
- Experience with GCP
- Experience with Kubernetes
Strong communication skills required.","TensorFlow,NumPy,ML Ops,PyTorch,GCP,Statistics,Airflow,AWS,Python,Scikit-learn,Docker,Azure,Kubernetes"
JOB0077,BI Analyst,Zomato,Bengaluru,India,2025-07-06,"Responsibilities include:
- Experience with Data Warehousing
- Experience with Databricks
- Experience with Pandas
- Experience with Statistics
- Experience with SQL
Strong communication skills required.","Pandas,TensorFlow,Communication,SQL,Power BI,Tableau,Data Warehousing,Statistics,Databricks,Looker,Excel"
JOB0078,Data Analyst,Reliance Jio,Gurugram,India,2025-07-24,"Responsibilities include:
- Experience with SQL
- Experience with Data Cleaning
- Experience with NumPy
- Experience with Azure
- Experience with Statistics
Strong communication skills required.","Pandas,TensorFlow,NumPy,ML Ops,SQL,Power BI,Tableau,Statistics,Data Cleaning,Python,Looker,Excel,Azure"
JOB0079,Data Engineer,Infosys,Delhi,India,2025-07-02,"Responsibilities include:
- Experience with Spark
- Experience with Python
- Experience with Snowflake
- Experience with NumPy
- Experience with Kubernetes
Strong communication skills required.","Spark,Snowflake,BigQuery,NumPy,Communication,ETL,Git,GCP,Data Warehousing,Deep Learning,Airflow,AWS,Databricks,Python,Kubernetes,Docker,Azure"
JOB0080,Machine Learning Engineer,Tech Mahindra,Hyderabad,India,2025-07-10,"Responsibilities include:
- Experience with Kubernetes
- Experience with Deep Learning
- Experience with NLP
- Experience with Azure
- Experience with Airflow
Strong communication skills required.","TensorFlow,ML Ops,PyTorch,NLP,ETL,GCP,Data Warehousing,Deep Learning,Airflow,AWS,Python,Feature Engineering,Scikit-learn,Docker,Azure,Kubernetes"
